job_id,title,company,location,db_level,title_level,final_level,confidence,needs_review,reason
3238,Kepala Toko,PT. Uni Big Store Indonesia,Surabaya,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
3242,Asisten Kasir,Kleen Laundry Panglima Polim,Jakarta Selatan,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
3243,Staff Laundry,Kleen Laundry Panglima Polim,Tangerang Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3245,Staff Pemasangan Gorden,SERBA ANTIK,Denpasar,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3246,Asisten apoteker,Apotek Harmonis,Medan,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
3248,Warehouse Staff,PT. TRANS UNIVERSAL SEJAHTERA,Tangerang,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3253,Manager Restaurant,Jalan Usaha Makmur,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
3257,Supervisor Accounting,PT. Rajawali Karya Perkasa,Bekasi,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
3263,Staff Paralegal,SR CONSULTING,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3277,Catering Manager,PT Citra Rasa Sempurna (Lembang Farm),Jakarta Barat,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3278,SPV Inventory,PT Sregep Serendipity Konstruksi,Kabupaten Tangerang,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
3290,Staff Toko (Pramuniaga),Organik Klub Center,Jakarta Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3292,Staff Produksi,PT Citra Rasa Sempurna (Lembang Farm),Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3293,Team Leader Telemarketing,Lumbung Dana Indonesia,Tangerang,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
3298,Admin Asisten,PT Danatek Indera Indonesia,Jakarta Timur,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
3301,Kepala Operasional,SKE City Park,Kota Yogyakarta,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
3304,Staff Finance,CV Victory Inovasi Pratama,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3305,Mechanical Engineering Staff,SKE City Park,Kota Yogyakarta,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3306,Staff Butik,Newvier Butik,Makassar,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3312,Bim Modeler/Manager,PT Struclab Jaya Konsultindo,Jakarta Barat,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3315,Staff Marketing,Quadran Official,Jakarta Timur,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3324,Cook Helper,Madam To,Semarang,Junior / Entry Level,c-level,c-level,0.95,True,"High confidence from title (95%), overriding database"
3326,Partnership Staff,PT MITRA AKSES GLOBALINDO (MAGNET),Jakarta Barat,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3328,Staff Toko,Lafa Trade Indonesia,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3329,Sekretaris / Asisten Pribadi Direktur,Supply Chain Indonesia,Bandung Kota,Junior / Entry Level,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
3330,Personal Assistant,PT GIFERA ODO TECHNOLOGY,Jakarta Barat,Junior / Entry Level,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
3343,Staff Administrasi Perkantoran,PT Citra Tri Kencana,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3345,Asisten Apoteker,Apotek Nafeela Farma,Cirebon,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
3350,Staff Marketing,PC TRADING,Jakarta Utara,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3355,Head Branch,Ilucent Aesthetic,Jakarta Utara,Supervisor / Coordinator,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
3359,Senior Accounting,PT.Datanet Indomedia,Jakarta Pusat,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
3364,Administrasi Staff,Net Cellindo Cab Surabaya,Surabaya,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3368,Staff Accounting,PT Gaido Cito Ekakurindo,Jakarta Pusat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3369,Account Manager,Cahaya Multi Kreasindo,Bandung Kabupaten,Staff / Officer,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3372,Staff Customer Service,PT Gaido Cito Ekakurindo,Jakarta Pusat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3373,Leader Editor,PT Dbest Thanisa Grup,Jakarta Utara,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
3375,Asisten Pribadi Pimpinan,PT Citramasindo Makmur Lestari,Jakarta Pusat,Manager / Assistant Manager,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
3379,Legal Staff,PT Agrowisata Magnet Rezeki,Depok,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3381,Manager R & D,PRATAMA HOLDING COMPANY (PHC),Tangerang,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
3383,Business Development Manager,The Commune,Jakarta Selatan,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3384,Sales Manager,PT. Sentum Teknologi Indonesia,Tangerang,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3386,Junior Venture Builder,Gradient Innovation,Jakarta Utara,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
3387,Interior Design Staff,PT Surya Bumimegah Sejahtera,Surabaya,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3389,HRD Staff,PT. MAHAKARYA CEMERLANG INTINUSA,Surabaya,Supervisor / Coordinator,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3394,Compliance Junior Analyst,Pay2Home Direct (Singapore) Pte Ltd,Batam,Staff / Officer,junior,junior,0.8,True,"High confidence from title (80%), overriding database"
3395,Marketing Supervisor,PT. Madusari Nusaperdana,Jakarta Pusat,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
3396,Supervisor Marketing & Sales,PT Agrowisata Magnet Rezeki,Depok,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
3398,Operational Manager,PT. Hou-Tech Trading,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3405,Staff Customer Service,Snefftech,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3406,Staff QC (Quality Control) Product,PT. Tampil Cantik Sempurna,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3413,Accounting Staff,PT.IBAR MULTI PERKASA,Tangerang Selatan,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3420,Administrasi Staff,PT. Merkan Rental dan Konstruksi cab Kendal,Kendal,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3421,Supervisor MEP,SAPTA PUSAKA GROUP,Surabaya,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
3423,Staff Administrasi,PT. Tritunggal Borneo Karya,Samarinda,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3428,Operational Manager,Confidential Company,Tangerang,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3429,Asisten Manajer Proyek,PT. Reka Energi Nusantara,Bekasi,Manager / Assistant Manager,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
3437,Senior HRD,PT Alpine Cool Utama,Jakarta Pusat,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
3439,Internship/Magang - Accounting,Bibi Consultant,Denpasar,Junior / Entry Level,intern,intern,0.95,True,"High confidence from title (95%), overriding database"
3440,Internship/Magang - Administrasi,Bibi Consultant,Denpasar,Junior / Entry Level,intern,intern,0.95,True,"High confidence from title (95%), overriding database"
3441,Manager Digital Marketing,PT. Kisha Indonesia Buffer,Sidoarjo,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
3446,Supervisor Proyek,PT Pilar Lintang Pratama,Gresik,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
3447,Magang Bisnis Development,PT. Mongol Balindo Valas,Badung,Staff / Officer,intern,intern,0.95,True,"High confidence from title (95%), overriding database"
3450,Project Manager,PT. Karya Mitra Bestari Cab Surabaya,Surabaya,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3452,Executive Assistant,Rahayu Megah Semesta,Tangerang Selatan,Junior / Entry Level,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
3454,Staff Marketing,PT Trikela Otoelektrindo Perkasa,Cikarang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3458,Staff Admin Logistik Proyek,Cv. Prima Kreasi Dewata,Denpasar,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3460,Supervisor Operasional,CV. WELONG JAYA,Tulungagung,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
3462,Presale Staff,Rsc Komputer Klaten,Klaten,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3467,Staff Administrasi,PT Persona Prima Utama,Bandung Kota,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3468,HRD Supervisor,PT Citra Jimbaran Indah Hotel,Jakarta Barat,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
3470,Site Supervisor,PT. Kreasi Cemerlang Abadi,Surabaya,Staff / Officer,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
3471,Personal Asisten,Klinik Terapi Ozon Galaxy,Bekasi,Supervisor / Coordinator,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
3482,Staff Finishing Garment,Kotabi,Tangerang Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3483,Direct Sales,CV VR GROUP,Depok,Junior / Entry Level,director,director,0.95,True,"High confidence from title (95%), overriding database"
3486,Project Manager,Tauberes.co,Tangerang,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3487,Data Engineer Intern,Springer Capital,Remote,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
3492,Site Manager,PT. Innotek Megah Indonesia,Kupang,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
3497,Junior Tax,MBC Group,Jakarta Barat,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
3498,Senior Accounting,MBC Group,Jakarta Barat,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
3499,Store Leader,PT Ceria Jusindo Nusantara,Surakarta / Solo,Manager / Assistant Manager,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
3501,Admin Staff,MBC Group,Jakarta Barat,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
3506,Staf Administrasi,PT. Anekaplas Sumbermakmur,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3507,SPV Proyek Interior,PT MOSAIC MULTI KREASI,Tangerang,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
3509,Staff HRD,"PT. Sarana Surya Indonesia, Surabaya",Surabaya,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3510,Staf Penilai Property,KJPP Agus Firdaus & Rekan,Surabaya,Supervisor / Coordinator,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3511,Admin Logistik Internasional,PT GBOS GLOBAL INDONESIA,Cirebon,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
3513,Staff HRD,Prima Print,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3516,Staff Accounting,PT. JAYAMANDIRI GEMASEJATI (JG MOTOR GROUP),Bandung Kota,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3521,Staff Accounting,PT. Kisha Indonesia Buffer,Sidoarjo,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3523,Senior Import,PT Rindang Sakti Persada,Jakarta Utara,Staff / Officer,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
3524,Staff Accounting,PT Citra Jimbaran Indah Hotel,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3527,Staff Administrasi,PT. With Won International,Kabupaten Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3532,Staf Admin Perpajakan,Company Confidential,Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
3533,Senior Tax,MBC Group,Jakarta Barat,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
3537,Finance Staff,PT. MINI CENDANA NAM,Jakarta Barat,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
